trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,fixation.stopped,response.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,3,31,0,,,,,197.83328960000654,198.83338530000765,198.83295792001155,202.26616579999973,200.83257180001237,4.427313682294715,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,0,32,2,,,,,202.26616579999973,203.25123249999888,203.2498656200085,205.24987270000565,205.24987270000565,2.9796266076712827,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,1,33,1,,,,,205.24987270000565,206.24989960000676,206.25025562000957,209.69982050001272,208.24960640000063,4.438991634403296,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,8,2,34,3,,,,,209.69982050001272,210.7003459000116,210.69949882000657,212.71653530000185,212.69934030000877,3.010726979430293,t,1,0.7226170999929309,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,3,35,0,,,,,212.71653530000185,213.7162226000073,213.71676422001184,215.06606490000559,215.75448850000976,2.347745425177905,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,9,0,36,3,,,,,215.75448850000976,216.73292320000473,216.7328395200064,218.61590340000112,218.73451720000594,2.8594187061961716,t,1,0.962063799976022,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,1,37,1,,,,,218.73451720000594,219.73362300000736,219.73283452001198,222.58369110000785,221.7329033999995,3.84673284851102,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,2,38,2,,,,,222.58369110000785,223.58427580000716,223.58403981999874,226.58311120000144,225.5833255000034,3.988820687826421,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,3,39,0,,,,,226.58311120000144,227.56615330000932,227.56682652001183,230.9329543000058,229.56671120000829,4.335823613595183,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,10,0,40,3,,,,,230.9329543000058,231.93366100000276,231.93340661999974,234.3995014000102,233.94913150000502,3.4571626383554825,t,1,0.7929424999892944,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,1,41,1,,,,,234.3995014000102,235.3992811000062,235.3998305200119,238.56629230000544,237.40016130000004,4.162363891481405,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,2,42,0,,,,,238.56629230000544,239.56712590000825,239.56724612000545,242.41642390000925,241.56700590001128,3.849336241608611,None,1,,240.5660896000045,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,3,43,2,,,,,242.41642390000925,243.4158965000097,243.4165287200056,247.2338591000007,245.4177953000035,4.809581283549063,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,11,0,44,3,,,,,247.2338591000007,248.23270110000158,248.23289971999912,251.88290310000593,250.2326052999997,4.649452267377121,t,1,0.7018220999889309,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,1,45,0,,,,,251.88290310000593,252.8660649000085,252.86657962001192,253.93257080001058,254.86645130001125,2.0440151818523553,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,2,46,2,,,,,254.86645130001125,255.86561440001242,255.867405419999,258.9162139000109,257.86621269999887,4.050828803537778,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,3,47,1,,,,,258.9162139000109,259.89964080000937,259.9002621200096,261.88213220000034,261.8990629000036,2.9532588682662633,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,0,48,1,,,,,261.8990629000036,262.8829291000002,262.88274941999845,266.83376110000245,264.8828779000032,4.934627428327417,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,12,1,49,3,,,,,266.83376110000245,267.8331494000013,267.8328232200045,270.00035280000884,269.835132799999,3.166632330171209,t,1,0.7334439999831375,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,2,50,2,,,,,270.00035280000884,270.9996070000052,270.99970181999817,273.36590800000704,272.9993070000055,3.365201371365364,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,3,51,0,,,,,273.36590800000704,274.34924970001157,274.3497587200007,277.8492089000065,276.3491090000025,4.481881821100847,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,13,0,52,3,,,,,277.8492089000065,278.8492261000065,278.85039902000136,280.51685670000734,280.85101620000205,2.6543297811869837,t,1,0.781704599983641,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,1,53,2,,,,,280.85101620000205,281.85110390000045,281.8504133200084,284.48258560000977,283.86628620000556,3.624355286270958,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,2,54,0,,,,,284.48258560000977,285.48306830000365,285.48321452000965,286.6493230000051,287.48253740000655,2.1647818928638634,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,3,55,1,,,,,287.48253740000655,288.48330500000156,288.48290312001046,290.98280250000244,290.4831630000117,3.491856367301865,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,0,56,0,,,,,290.98280250000244,291.96676450000086,291.9671348200107,294.5158739000035,293.96730899999966,3.5264133619436007,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,1,57,2,,,,,294.5158739000035,295.50029870000435,295.5004764200028,297.51548719999846,297.49911060000886,2.9986706820427225,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,2,58,1,,,,,297.51548719999846,298.5162182000058,298.5161904200111,301.833670100008,300.51559980001184,4.308656995289169,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,14,3,59,3,,,,,301.833670100008,302.83259309999994,302.832657020005,304.59987280001224,304.8336057000124,2.761719993471554,t,1,0.8617747999815037,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,0,60,1,,,,,304.8336057000124,305.83237990000634,305.83260602000956,307.48251300000993,307.8332626000047,2.6355142955644713,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,15,1,61,3,,,,,307.8332626000047,308.83331600000383,308.8341126200001,312.4498246000003,310.8329975000088,4.616284025986644,t,1,0.9337401999946451,309.83297650000895,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,2,62,2,,,,,312.4498246000003,313.44948809999914,313.44965622001183,314.6829765000002,315.44901560001017,2.230074129243021,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,3,63,0,,,,,315.44901560001017,316.43428840000706,316.4338686200106,318.59943100000964,318.4493167000037,3.1471765391468036,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,0,64,2,,,,,318.59943100000964,319.59916990000056,319.6005417200111,322.7328465000028,321.59905780000554,4.12047586183418,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,16,1,65,3,,,,,322.7328465000028,323.71645030000946,323.7166639200048,325.91593940000166,325.7158335999993,3.171616092772269,t,1,0.7380832999915583,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,2,66,1,,,,,325.91593940000166,326.9157825000002,326.91628772000405,328.28771889999916,328.9168774999998,2.362393665774709,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,3,67,0,,,,,328.9168774999998,329.9164893999987,329.9166351200009,332.5488718000124,331.9157581000036,3.622405007630146,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,0,68,1,,,,,332.5488718000124,333.54950649999955,333.5499906200028,336.04886200001056,335.5507839000056,3.4914838172435525,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,1,69,2,,,,,336.04886200001056,337.0495613000094,337.049763620006,338.0833992000116,339.05038400000194,2.0253459556821816,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,17,2,70,3,,,,,339.05038400000194,340.0493611999991,340.049096520005,342.2324718000018,342.0495290000108,3.172959434760576,t,1,0.6934662999847205,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,3,71,0,,,,,342.2324718000018,343.217307400002,343.217447620006,346.33291969999846,345.21574100000726,4.085924361707063,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,0,72,1,,,,,346.33291969999846,347.33298659999855,347.3323950200036,350.2155122000113,349.33222970001225,3.87321165879202,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,18,1,73,3,,,,,350.2155122000113,351.21575050000683,351.2157545200069,353.48256210000545,353.2156485000014,3.2649383874316436,t,1,0.8314592999813613,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,2,74,0,,,,,353.48256210000545,354.4688625000126,354.4696978200125,356.84941350000736,356.48269670001173,3.3583038437831445,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,3,75,2,,,,,356.84941350000736,357.84944879999966,357.8498327200112,361.76584690000163,359.85091710000415,4.91068996599222,None,1,,,,001,2023-11-08_10h54.34.160,Oddball_task,2022.2.5,60.42018614161272,
,,,,,,,,,,,,361.76584690000163,,,,,,,,,,,,,,,,
