trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation_cross.started,response.started,sound_1.started,fixation_cross.stopped,response.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,thank_you.stopped,exit_exp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.555362800005241,13.555362800005241,space,39.97919910000928,,,,,,,,,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,0,0,0,,,,,53.569653800004744,54.55283159999817,54.5529475400006,55.63686559999769,56.553954799994244,2.06365910521829,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,1,1,1,,,,,56.553954799994244,57.55381159999524,57.553832840004176,61.21939840000414,59.552854099994875,4.663140455986188,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,0,2,2,3,,,,,61.21939840000414,62.21956559999671,62.22007574000308,63.93655480000598,64.21907540000393,2.7099133389095584,t,1,0.5071683999995003,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,3,3,2,,,,,64.21907540000393,65.20461810000415,65.20504073999909,66.83699440000055,67.21947609999916,2.6154507063400767,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,0,4,1,,,,,67.21947609999916,68.21980809999513,68.21919294000399,71.3706336000032,70.21942660000059,4.148400392360008,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,1,5,0,,,,,71.3706336000032,72.37040499999421,72.3697531400001,75.67069680000714,74.36958579999919,4.291115355966813,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,1,2,6,3,,,,,75.67069680000714,76.66958289999457,76.66975443999836,80.30311639999854,78.67065739999816,4.625283780331837,t,1,0.664095999993151,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,3,7,2,,,,,80.30311639999854,81.30326109999442,81.30380654000764,83.50295920000644,83.3035746999958,3.1961528440493296,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,2,0,8,3,,,,,83.50295920000644,84.5029835000023,84.50282764000148,87.71964049999951,86.50296130000788,4.216092246862148,t,1,0.695079800003441,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,1,9,2,,,,,87.71964049999951,88.72081949999847,88.72054143999848,91.0033803999977,90.73617570000351,3.27520461113496,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,2,10,1,,,,,91.0033803999977,92.00300579999748,92.00328223999968,93.95333550000214,94.00271450000582,2.9393522704014488,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,3,11,0,,,,,94.00271450000582,95.00314010000147,95.00297864000167,96.28718850000587,97.00213890000305,2.27273343694941,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,3,0,12,3,,,,,97.00213890000305,98.00271620000422,98.0020255400057,101.68694909999613,100.00248239999928,4.6821989102021195,t,1,0.5866972000076203,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,1,13,1,,,,,101.68694909999613,102.68633850000333,102.68684224000462,104.31916490000731,104.6859875999944,2.6177924163503974,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,2,14,0,,,,,104.6859875999944,105.68593000000692,105.68613304000318,106.97012929999619,107.68604460000643,2.2736615103941915,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,3,15,2,,,,,107.68604460000643,108.68602100000135,108.68611354000022,110.63593420000689,110.68622689999756,2.9505568904812387,None,1,,109.68691950000357,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,0,16,0,,,,,110.68622689999756,111.68587889999617,111.6859790399947,114.10253370000282,113.68717279999692,3.4118300917166042,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,1,17,2,,,,,114.10253370000282,115.08756460000586,115.08688373999466,117.78741330000048,117.08695880000596,3.67719066509388,None,1,,116.08623939999961,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,4,2,18,3,,,,,117.78741330000048,118.78589949999878,118.7857127399955,120.13618250000582,120.7871090999979,2.333777957793343,t,1,0.964637600001879,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,3,19,1,,,,,120.7871090999979,121.78635379999469,121.78570804000337,125.78687640000135,123.78623990000051,4.986448292346008,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,0,20,2,,,,,125.78687640000135,126.78638499999943,126.78590514000534,128.8365999999951,128.78610379999736,3.04513017069966,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,5,1,21,3,,,,,128.8365999999951,129.82036840000364,129.81997673999723,131.0198742000066,131.82045389999985,2.1734498101043447,t,1,0.49723909999011084,130.8202561000071,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,2,22,0,,,,,131.82045389999985,132.8041521999985,132.80391403999676,135.13597930000105,134.8193472999992,3.31640871066236,None,1,,133.80293700000038,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,3,23,1,,,,,135.13597930000105,136.12023470000713,136.12053944000655,139.35329680000723,138.1193540999957,4.204437385008411,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,6,0,24,3,,,,,139.35329680000723,140.35283600000548,140.35287114000386,142.52059200000076,142.35278470000776,3.161156926515811,t,1,0.460498499989626,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,1,25,0,,,,,142.52059200000076,143.51961329999904,143.51960984000908,146.3202706000011,145.51942589999817,3.7881310085681665,None,1,,144.51979469999787,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,2,26,1,,,,,146.3202706000011,147.31930380000267,147.3196645400065,149.08728940000583,149.31942450000497,2.7527917989464674,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,3,27,2,,,,,149.31942450000497,150.3198010000051,150.31969244000067,153.37119900000107,152.31961570000567,4.040180750891979,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,0,28,1,,,,,153.37119900000107,154.36980739999854,154.36946104000236,155.48659139999654,156.36897959999624,2.1034143499505875,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,1,29,2,,,,,156.36897959999624,157.35347770000226,157.35401364000137,158.78602440000395,159.35236889999942,2.4154719641982743,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,7,2,30,3,,,,,159.35236889999942,160.33818180000526,160.3372488399953,163.38621130000683,162.3583748999954,4.028931467034817,t,1,0.5633539999980712,161.336066200005,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,3,31,0,,,,,163.38621130000683,164.38703909999458,164.38717304000312,165.73615229999996,166.40289219999977,2.336555176621146,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,0,32,2,,,,,166.40289219999977,167.4029187999986,167.4028349400076,169.02066340000601,169.40356380000594,2.614635204648048,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,1,33,1,,,,,169.40356380000594,170.40222489999724,170.40249133999606,172.5360978999961,172.40261920000194,3.1177198310801546,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,8,2,34,3,,,,,172.5360978999961,173.53606610000134,173.53598653999944,176.538129499997,175.5362516000023,3.990051072064677,t,1,0.7174830000003567,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,3,35,0,,,,,176.538129499997,177.5356832999969,177.536396240005,178.78645319999487,179.5363345000078,2.2331670547612434,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,0,36,0,,,,,179.5363345000078,180.5206435,180.51987684000488,183.42068090000248,182.53630479999993,3.8770694093098443,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,1,37,2,,,,,183.42068090000248,184.41902539999865,184.41962544000563,187.30314220000582,186.42039800000202,3.8763628144058337,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,2,38,1,,,,,187.30314220000582,188.30274509999435,188.30446594000824,191.60432080000464,190.3028661999997,4.299571342379419,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,9,3,39,3,,,,,191.60432080000464,192.60298009999678,192.60319293999493,195.70224400000006,194.60266679999768,4.0971976917266675,t,1,0.5310921000054805,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,0,40,2,,,,,195.70224400000006,196.7035762000014,196.70252444000363,199.12025670000003,198.703577399996,3.4049001834434978,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,1,41,0,,,,,199.12025670000003,200.11958919999597,200.11978384000105,201.73667410000053,202.1196299000003,2.6104283593113107,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,2,42,1,,,,,202.1196299000003,203.11943109999993,203.11960153999536,205.41971950000152,205.11958779999986,3.2880687764285934,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,10,3,43,3,,,,,205.41971950000152,206.4035148999974,206.403778540004,208.35788130000583,208.44209460000275,2.913309356473473,t,1,0.5058470999938436,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,0,44,0,,,,,208.44209460000275,209.402751600006,209.4028824400055,211.62106259999564,211.40584190000664,3.174970219781099,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,11,1,45,3,,,,,211.62106259999564,212.62011750000238,212.61950684000186,215.92011200000707,214.61925580000388,4.30082723324396,t,1,0.50550210000074,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,2,46,2,,,,,215.92011200000707,216.9199174999958,216.919160440001,220.28732459999446,218.92007989999547,4.360235663290471,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,3,47,1,,,,,220.28732459999446,221.28754180000396,221.28681943999692,224.0530282999971,223.2867671999993,3.751149184768659,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,0,48,0,,,,,224.0530282999971,225.05303290000302,225.05280084000407,228.45242469999357,227.05265100000543,4.386899429692276,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,12,1,49,3,,,,,228.45242469999357,229.4359945000033,229.43627074000398,233.06870289999642,231.43589979999524,4.613956406141675,t,1,0.5382836999924621,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,2,50,1,,,,,233.06870289999642,234.05263269999705,234.0526831399955,235.46893469999486,236.05345439999655,2.3904667902707786,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,3,51,2,,,,,236.05345439999655,237.0526172999962,237.0526231400043,238.5362324000016,239.05287359999784,2.4756827717856504,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,0,52,0,,,,,239.05287359999784,240.03847290000704,240.03722384000577,242.08630229999835,242.0535913000058,3.0205593404731204,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,1,53,1,,,,,242.08630229999835,243.08597319999535,243.08599434000354,246.31928389999666,245.08576060000632,4.221292025224353,None,1,,244.08638969999447,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,13,2,54,3,,,,,246.31928389999666,247.30507699999725,247.3049884399996,249.01955019999878,249.31958359999408,2.6866947562105032,t,1,0.46076619999075774,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,3,55,2,,,,,249.31958359999408,250.30344800000603,250.30345563999873,252.2698151000077,252.3031256999966,2.9456485431373807,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,0,56,0,,,,,252.3031256999966,253.30266090000805,253.30300803999563,255.8357837000076,255.30251249999856,3.532142952226897,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,1,57,2,,,,,255.8357837000076,256.83573780000734,256.8361562399994,257.9525710000016,258.83703850000165,2.1025634384936756,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,2,58,1,,,,,258.83703850000165,259.83688849999453,259.8359495399971,263.0863127000048,261.8362974000047,4.238560042029198,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,14,3,59,3,,,,,263.0863127000048,264.0867034999974,264.0861960399969,266.43586690000666,266.0866651999968,3.337203190441409,t,1,0.5024807999870973,265.08628849999513,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,0,60,1,,,,,266.43586690000666,267.4355215999967,267.43546163999855,268.91888919999474,269.4354683999991,2.4728110543697737,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,1,61,2,,,,,269.4354683999991,270.42012290000275,270.4188835400026,271.8195607999951,272.4190533999936,2.3727936769069595,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,15,2,62,3,,,,,272.4190533999936,273.40340140000626,273.4034906400091,274.7194743,275.4038317999948,2.293603992172322,t,1,0.4982305000012275,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,3,63,0,,,,,275.4038317999948,276.4025918999978,276.40255684000005,278.1864226000034,278.40225509999436,2.769514107329353,None,1,,277.4038586999959,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,0,64,0,,,,,278.40225509999436,279.38661349999893,279.38671644000425,281.1536671000067,281.387828100007,2.7522723443033934,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,16,1,65,3,,,,,281.387828100007,282.3855545999977,282.3855354400046,284.72000050000497,284.3888166999968,3.3221513720042024,t,1,0.4923331999889342,283.385921699999,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,2,66,2,,,,,284.72000050000497,285.71890079999866,285.7194457400081,288.7690528999956,287.719107500001,4.036308788648897,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,3,67,1,,,,,288.7690528999956,289.7528197000065,289.753509039995,291.5056915000023,291.77077499999723,2.735251674817989,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,0,68,2,,,,,291.77077499999723,292.75205599999754,292.7526705399985,294.75378129999444,294.75378129999444,2.9742351613109497,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,1,69,0,,,,,294.75378129999444,295.75213670000085,295.7525976399964,298.1534599000006,297.7525294000079,3.400604643760539,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,17,2,70,3,,,,,298.1534599000006,299.15290889999596,299.15360834000313,301.15475709999737,301.15475709999737,2.9951632891732154,t,1,0.6771251000027405,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,3,71,1,,,,,301.15475709999737,302.15287890000036,302.15270333999507,304.85311589999765,304.1525219000032,3.6930029305156613,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,0,72,2,,,,,304.85311589999765,305.8516605000041,305.8524537399979,306.93517739999515,307.8523905000038,2.081649517220698,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,1,73,0,,,,,307.8523905000038,308.83754439999757,308.8367606400032,310.6698172000033,310.83668969999417,2.809107241027676,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,18,2,74,3,,,,,310.83668969999417,311.83584189999965,311.83746624000634,313.6202087999991,313.8357813000039,2.777962033274333,t,1,0.47403009999834467,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,3,75,1,,,,,313.8357813000039,314.8368527999992,314.8365316400057,316.8533987999981,316.83687709999504,3.007188311755997,None,1,,315.8365475000028,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,19,0,76,3,,,,,316.8533987999981,317.852318499994,317.85336184000045,320.3702125999989,319.85367029999907,3.5029459825880767,t,1,0.5130083999974886,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,1,77,2,,,,,320.3702125999989,321.36982000000717,321.3697585399976,325.1197600000014,323.3693007999973,4.741761643194318,None,1,,322.3693653999944,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,2,78,1,,,,,325.1197600000014,326.10342359999777,326.10393154000195,328.05202770000324,328.11916960000235,2.9318566328943927,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,3,79,0,,,,,328.11916960000235,329.1028551000054,329.1033176399986,331.92801250000775,331.10247060000256,3.7861537147865993,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,20,0,80,3,,,,,331.92801250000775,332.9036868999974,332.90347424000066,335.0369994000066,334.9076749999949,3.0901867547068673,t,1,0.35828649999166373,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,1,81,0,,,,,335.0369994000066,336.01975500000117,336.0192401400025,338.9686747999949,338.0188017000037,3.9213897306970797,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,2,82,1,,,,,338.9686747999949,339.9686805999954,339.9692945400064,343.7020745000045,341.9706041000027,4.7263110565768764,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,3,83,2,,,,,343.7020745000045,344.686663600005,344.68663354000165,347.2532276999991,346.68552129999443,3.542112317353398,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,0,84,2,,,,,347.2532276999991,348.2517325999943,348.25217343999685,351.4924686000013,350.2530009000038,4.2082159973465165,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,1,85,0,,,,,351.4924686000013,352.4697243999981,352.4693042400075,355.68578090000665,354.4695864999958,4.183582719243808,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,21,2,86,3,,,,,355.68578090000665,356.6698318999988,356.6703609400036,359.10207269999955,358.66919359999883,3.4016776198342042,t,1,0.4636425000062445,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,21,3,87,1,,,,,359.10207269999955,360.1022707999946,360.1022871399953,362.28649129999394,362.1027213000052,3.172081223206918,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,0,88,1,,,,,362.28649129999394,363.2860057000071,363.2863133399995,365.8371683000005,365.28601969999727,3.5488390023316114,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
