trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial,file,corrAns,tone,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.70755879999706,11.70755879999706,space,1.1792554000021482,,,,,,001,2023-11-01_17h44.33.703,Oddball_task,2022.2.5,60.00805308091734,
,,,,,,,,,,,,12.92574009999953,13.895219199999701,13.895296599997163,,,,,,,,
