PVT_Trials.thisRepN,PVT_Trials.thisTrialN,PVT_Trials.thisN,PVT_Trials.thisIndex,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.509522399981506,10.509522399981506,space,0.6146462000906467,,,,,,,,,,,,,,,,001,2023-12-06_15h33.19.221,PVT,2022.2.5,59.85604618588453,
0,0,0,0,,,,,1.9737557715048655,11.150424399995245,11.150424399995245,12.132706700009294,13.131734500057064,None,13.131734500057064,13.131734500057064,1,387.91320007294416,space,0.38791320007294416,13.548303100047633,14.047371400054544,,001,2023-12-06_15h33.19.221,PVT,2022.2.5,59.85604618588453,
1,0,1,0,,,,,3.550742223593514,14.047371400054544,14.047371400054544,16.611729500000365,17.111517200013623,None,17.111517200013623,17.111517200013623,1,325.99859999027103,space,0.32599859999027103,17.46092480001971,17.960510900011286,,001,2023-12-06_15h33.19.221,PVT,2022.2.5,59.85604618588453,
2,0,2,0,,,,,3.099221900524812,17.960510900011286,17.960510900011286,20.074892300064676,20.575070400023833,None,20.575070400023833,20.575070400023833,1,255.3272999357432,space,0.2553272999357432,20.857740800012834,21.356991300010122,,001,2023-12-06_15h33.19.221,PVT,2022.2.5,59.85604618588453,
3,0,3,0,,,,,3.196850245412958,21.356991300010122,21.356991300010122,23.555478799971752,24.054968500044197,None,24.054968500044197,24.054968500044197,1,226.38999996706843,space,0.22638999996706843,24.304877000045963,24.804331799969077,,001,2023-12-06_15h33.19.221,PVT,2022.2.5,59.85604618588453,
4,0,4,0,,,,,2.8559064825552656,24.804331799969077,24.804331799969077,26.66916329995729,27.16857069998514,None,27.16857069998514,27.16857069998514,1,267.9336000001058,space,0.2679336000001058,27.45163530006539,27.951073799980804,,001,2023-12-06_15h33.19.221,PVT,2022.2.5,59.85604618588453,
,,,,,,,,3.5038767978154954,27.951073799980804,27.951073799980804,,,None,,,0,nan,None,,,,,,,,,,
