PVT_Trials.thisRepN,PVT_Trials.thisTrialN,PVT_Trials.thisN,PVT_Trials.thisIndex,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.keys,Accuracy,RTms,Response.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.867496100021526,9.867496100021526,space,0.8501689999829978,,,,,,,,,001,2023-12-06_15h33.55.085,PVT,2022.2.5,60.090087058936206,
,,,,,,,,1.956311876547565,10.745383300003596,10.745383300003596,None,0,nan,None,,,,,,,
