trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.622032799999943,14.622032799999943,space,15.420792300000357,,,001,2023-11-01_12h14.09.822,Oddball_task,2022.2.5,59.937377427883476,
,,,,,,,,30.07142709999971,,,,,,,
