trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trial,file,corrAns,tone,thisRow.t,notes,Instructions.started,instructions.started,key_resp_1.started,Instructions.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,Trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.016815699986182153,0.03429460001643747,0.03429460001643747,2.1500259999884292,space,2.1116272999788634,None,,uojkn7,001,2023-09-22_14h03.15.887,Oddball_task,2023.2.2,60.17955169749304,2023-09-22 14h03.23.111015 +0200,
,,,,,,,,,,,,,,,,,2.154798200004734,,,,,,,,
